county,year,total_population,white_alone,black_alone,asian_alone,hispanic
"Ontario County, NY",1996,99509,96296,2285,683,1806
"Ontario County, NY",1997,99693,96362,2365,713,1923
"Ontario County, NY",1998,99603,96260,2361,726,1956
"Ontario County, NY",1999,99802,96387,2396,752,2031
"Ontario County, NY",2000,100106,95951,2231,708,2167
"Ontario County, NY",2001,100819,96501,2268,780,2359
"Ontario County, NY",2002,101763,97267,2318,810,2443
"Ontario County, NY",2003,102625,97974,2330,873,2568
"Ontario County, NY",2004,103385,98629,2352,932,2636
"Ontario County, NY",2005,104259,99330,2349,969,2791
"Ontario County, NY",2006,104644,99526,2409,1029,3054
"Ontario County, NY",2007,105216,99974,2457,1024,3190
"Ontario County, NY",2008,106302,100946,2497,1064,3398
"Ontario County, NY",2009,107214,101623,2549,1152,3607
"Ontario County, NY",2010,108176,102467,2559,1147,3713
"Ontario County, NY",2011,108599,102732,2569,1191,3937
"Ontario County, NY",2012,108611,102617,2621,1206,4161
"Ontario County, NY",2013,109044,102761,2775,1233,4417
"Ontario County, NY",2014,109334,102919,2803,1311,4678
"Ontario County, NY",2015,109271,102729,2858,1335,4802
"Ontario County, NY",2016,109229,102581,2850,1413,4932
"Ontario County, NY",2017,109538,102702,2968,1439,5190
"Ontario County, NY",2018,109738,102730,3016,1462,5435
"Ontario County, NY",2019,109777,102638,3027,1535,5614
"Orange County, NY",1990,308803,281155,23155,3647,21898
"Orange County, NY",1991,312038,283358,23897,3888,23370
"Orange County, NY",1992,315957,286040,24833,4129,25026
"Orange County, NY",1993,318999,288096,25553,4323,26687
"Orange County, NY",1994,320744,288880,26274,4500,28325
"Orange County, NY",1995,323451,290505,27103,4701,30097
"Orange County, NY",1996,326000,291920,27908,4938,31949
"Orange County, NY",1997,328860,293794,28596,5156,33765
"Orange County, NY",1998,332199,296030,29373,5384,35595
"Orange County, NY",1999,336630,299177,30301,5635,37807
"Orange County, NY",2000,342892,301714,29497,5450,40429
"Orange County, NY",2001,347674,304238,30715,5946,42951
"Orange County, NY",2002,352975,307374,31813,6455,45689
"Orange County, NY",2003,358727,310519,33219,7017,48663
"Orange County, NY",2004,362934,312335,34495,7538,51962
"Orange County, NY",2005,364522,311583,35735,8127,54376
"Orange County, NY",2006,366908,311305,37359,8547,57568
"Orange County, NY",2007,368464,310554,38696,8837,60257
"Orange County, NY",2008,370201,310353,39716,9050,62902
"Orange County, NY",2009,372079,310262,40678,9284,65481
"Orange County, NY",2010,373445,310084,41435,9484,67632
"Orange County, NY",2011,374097,309857,41920,9560,68930
"Orange County, NY",2012,373699,308820,42331,9696,69725
"Orange County, NY",2013,374320,308331,42861,9904,70878
"Orange County, NY",2014,374845,307548,43638,10172,71886
"Orange County, NY",2015,375803,307149,44452,10384,73338
"Orange County, NY",2016,377799,307324,45748,10567,75349
"Orange County, NY",2017,379758,307089,47202,10852,77590
"Orange County, NY",2018,382126,307117,48956,11121,80130
"Orange County, NY",2019,384940,307278,50814,11422,83002
"Orleans County, NY",1990,41970,38773,2866,139,1011
"Orleans County, NY",1991,42432,39132,2975,136,1080
"Orleans County, NY",1992,43674,39940,3395,144,1290
"Orleans County, NY",1993,43850,40201,3301,150,1288
"Orleans County, NY",1994,44345,40522,3469,149,1377
"Orleans County, NY",1995,44524,40674,3483,158,1421
"Orleans County, NY",1996,44435,40615,3451,158,1453
"Orleans County, NY",1997,44172,40408,3404,149,1488
"Orleans County, NY",1998,44167,40309,3486,152,1574
"Orleans County, NY",1999,44183,40357,3445,153,1614
"Orleans County, NY",2000,44178,40022,3328,152,1720
"Orleans County, NY",2001,43898,39913,3137,162,1708
"Orleans County, NY",2002,43660,39757,3011,163,1652
"Orleans County, NY",2003,43593,39705,2969,171,1695
"Orleans County, NY",2004,43682,39845,2871,172,1684
"Orleans County, NY",2005,43475,39652,2802,180,1716
"Orleans County, NY",2006,43420,39587,2777,166,1738
"Orleans County, NY",2007,43342,39507,2760,169,1788
"Orleans County, NY",2008,43254,39409,2728,186,1743
"Orleans County, NY",2009,42975,39121,2692,187,1749
"Orleans County, NY",2010,42851,39044,2583,192,1776
"Orleans County, NY",2011,42648,38790,2575,196,1784
"Orleans County, NY",2012,42391,38467,2598,209,1823
"Orleans County, NY",2013,42229,38221,2666,211,1888
"Orleans County, NY",2014,41861,37830,2657,229,1963
"Orleans County, NY",2015,41481,37451,2649,238,1991
"Orleans County, NY",2016,41247,37152,2722,239,1982
"Orleans County, NY",2017,40786,36786,2650,239,1952
"Orleans County, NY",2018,40655,36611,2652,237,2071
"Orleans County, NY",2019,40352,36377,2567,241,2066
"Oswego County, NY",1990,122302,120774,628,468,1135
"Oswego County, NY",1991,123134,121543,652,493,1184
"Oswego County, NY",1992,123857,122212,666,517,1215
"Oswego County, NY",1993,124802,123043,719,546,1286
"Oswego County, NY",1994,124319,122550,718,545,1311
"Oswego County, NY",1995,123972,122154,756,554,1345
"Oswego County, NY",1996,123619,121752,765,567,1382
"Oswego County, NY",1997,123237,121333,803,572,1417
"Oswego County, NY",1998,122153,120182,847,584,1431
"Oswego County, NY",1999,122199,120211,826,596,1481
"Oswego County, NY",2000,122477,119708,769,530,1602
"Oswego County, NY",2001,122269,119375,818,576,1730
"Oswego County, NY",2002,122496,119487,870,576,1839
"Oswego County, NY",2003,123120,120021,891,621,1929
"Oswego County, NY",2004,123340,120156,901,629,2005
"Oswego County, NY",2005,122640,119298,949,661,2095
"Oswego County, NY",2006,122354,118956,974,653,2207
"Oswego County, NY",2007,122213,118655,1009,682,2331
"Oswego County, NY",2008,122366,118726,1021,715,2484
"Oswego County, NY",2009,122055,118344,1033,721,2522
"Oswego County, NY",2010,122137,118337,1052,745,2562
"Oswego County, NY",2011,121981,118102,1063,765,2666
"Oswego County, NY",2012,121458,117454,1109,767,2745
"Oswego County, NY",2013,121170,117101,1142,749,2804
"Oswego County, NY",2014,120590,116421,1188,767,2834
"Oswego County, NY",2015,119735,115409,1238,792,2944
"Oswego County, NY",2016,118895,114464,1265,799,2973
"Oswego County, NY",2017,118427,113906,1339,781,3066
"Oswego County, NY",2018,117515,112885,1379,786,3135
"Oswego County, NY",2019,117124,112376,1421,806,3218
"Otsego County, NY",1990,60518,59267,829,309,710
"Otsego County, NY",1991,60729,59422,880,314,740
"Otsego County, NY",1992,61195,59815,924,347,782
"Otsego County, NY",1993,61537,60093,966,364,826
"Otsego County, NY",1994,61916,60427,993,382,878
"Otsego County, NY",1995,61671,60113,1061,377,908
"Otsego County, NY",1996,61584,59990,1079,392,973
"Otsego County, NY",1997,61371,59732,1117,395,1002
"Otsego County, NY",1998,61379,59653,1189,408,1036
"Otsego County, NY",1999,61629,59890,1183,418,1092
"Otsego County, NY",2000,61860,59607,1147,428,1189
"Otsego County, NY",2001,61924,59616,1156,464,1298
"Otsego County, NY",2002,62093,59692,1153,504,1339
"Otsego County, NY",2003,62567,60083,1185,509,1468
"Otsego County, NY",2004,62934,60353,1199,548,1574
"Otsego County, NY",2005,63069,60398,1199,603,1690
"Otsego County, NY",2006,63032,60282,1183,636,1777
"Otsego County, NY",2007,62914,60122,1191,640,1801
"Otsego County, NY",2008,62561,59701,1187,665,1850
"Otsego County, NY",2009,62280,59397,1163,680,1930
"Otsego County, NY",2010,62259,59280,1164,730,1943
"Otsego County, NY",2011,61971,58918,1196,743,1982
"Otsego County, NY",2012,61747,58631,1217,774,2044
"Otsego County, NY",2013,61614,58387,1279,809,2074
"Otsego County, NY",2014,60950,57686,1301,804,2097
"Otsego County, NY",2015,60504,57181,1320,833,2153
"Otsego County, NY",2016,60132,56746,1354,852,2148
"Otsego County, NY",2017,59920,56473,1389,861,2184
"Otsego County, NY",2018,59810,56282,1447,879,2278
"Otsego County, NY",2019,59493,55935,1505,870,2286
"Putnam County, NY",1990,84222,82479,869,757,2301
"Putnam County, NY",1991,85488,83601,944,828,2528
"Putnam County, NY",1992,86828,84800,1014,896,2818
"Putnam County, NY",1993,87948,85802,1077,946,3141
"Putnam County, NY",1994,88964,86702,1161,979,3445
"Putnam County, NY",1995,89969,87565,1250,1027,3787
"Putnam County, NY",1996,90768,88213,1339,1082,4148
"Putnam County, NY",1997,92139,89402,1457,1135,4558
"Putnam County, NY",1998,93301,90375,1594,1180,4988
"Putnam County, NY",1999,94647,91579,1664,1248,5464
"Putnam County, NY",2000,96049,92209,1638,1221,6063
"Putnam County, NY",2001,97055,92770,1892,1341,6689
"Putnam County, NY",2002,98263,93753,1974,1426,7307
"Putnam County, NY",2003,98964,94147,2102,1549,7945
"Putnam County, NY",2004,99468,94382,2199,1621,8444
"Putnam County, NY",2005,99575,94244,2262,1714,9040
"Putnam County, NY",2006,99357,93768,2354,1785,9669
"Putnam County, NY",2007,99454,93670,2434,1811,10220
"Putnam County, NY",2008,99537,93539,2494,1885,10807
"Putnam County, NY",2009,99666,93534,2507,1924,11330
"Putnam County, NY",2010,99667,93339,2581,1964,11739
"Putnam County, NY",2011,99827,93250,2666,2034,11985
"Putnam County, NY",2012,99625,92933,2761,2026,12107
"Putnam County, NY",2013,99572,92589,2909,2082,12537
"Putnam County, NY",2014,99438,92200,3042,2112,12965
"Putnam County, NY",2015,99185,91758,3139,2166,13416
"Putnam County, NY",2016,98761,91211,3226,2152,14046
"Putnam County, NY",2017,98856,90889,3531,2143,14789
"Putnam County, NY",2018,98814,90595,3683,2195,15557
"Putnam County, NY",2019,98320,89771,3877,2234,16126
"Queens County, NY",1990,1957281,1256122,446601,246903,385883
"Queens County, NY",1991,1975556,1248071,452794,266274,400189
"Queens County, NY",1992,1996512,1242715,459153,285275,415066
"Queens County, NY",1993,2023400,1242985,466521,303387,433478
"Queens County, NY",1994,2047884,1242401,473658,320116,451039
"Queens County, NY",1995,2074581,1243541,480126,337859,469104
"Queens County, NY",1996,2105520,1246135,485962,358887,486938
"Queens County, NY",1997,2138503,1250526,492289,379454,506348
"Queens County, NY",1998,2174983,1257355,498675,400842,525580
"Queens County, NY",1999,2208975,1264042,503180,421710,543759
"Queens County, NY",2000,2230501,1250130,494695,424355,560262
"Queens County, NY",2001,2231316,1239744,491400,436496,565308
"Queens County, NY",2002,2224507,1222627,487347,448268,567944
"Queens County, NY",2003,2214608,1204444,482863,458397,571297
"Queens County, NY",2004,2198516,1183705,477195,466548,573196
"Queens County, NY",2005,2185222,1163147,472962,475570,574492
"Queens County, NY",2006,2173862,1144383,468340,485383,575121
"Queens County, NY",2007,2177351,1134785,464952,498566,580410
"Queens County, NY",2008,2193623,1131668,464896,513815,590436
"Queens County, NY",2009,2217166,1133291,467169,528818,603711
"Queens County, NY",2010,2234701,1130213,470787,541862,615862
"Queens County, NY",2011,2255482,1133334,474582,553719,625270
"Queens County, NY",2012,2272222,1135122,475595,565147,633282
"Queens County, NY",2013,2287185,1135255,477904,575797,639666
"Queens County, NY",2014,2298736,1133694,477690,587147,643253
"Queens County, NY",2015,2305838,1128638,477922,597754,645360
"Queens County, NY",2016,2306830,1120917,476758,606247,645354
"Queens County, NY",2017,2295808,1108467,474314,609730,642895
"Queens County, NY",2018,2274605,1092846,470058,608061,638935
"Rensselaer County, NY",1990,154680,146884,5296,2223,1863
"Rensselaer County, NY",1991,155039,146857,5593,2298,1949
"Rensselaer County, NY",1992,156266,147586,5911,2476,2099
"Rensselaer County, NY",1993,156232,147247,6201,2475,2207
"Rensselaer County, NY",1994,155520,146248,6453,2506,2333
"Rensselaer County, NY",1995,154969,145380,6726,2536,2471
"Rensselaer County, NY",1996,154928,144967,7033,2597,2600
"Rensselaer County, NY",1997,153653,143436,7260,2623,2747
"Rensselaer County, NY",1998,153085,142479,7541,2717,2900
"Rensselaer County, NY",1999,152392,141557,7733,2748,3024
"Rensselaer County, NY",2000,152684,140503,7525,2705,3232
"Rensselaer County, NY",2001,152700,139930,7891,2806,3517
"Rensselaer County, NY",2002,153040,139634,8240,2890,3827
"Rensselaer County, NY",2003,154201,140171,8481,3063,4128
"Rensselaer County, NY",2004,155523,140974,8725,3140,4399
"Rensselaer County, NY",2005,156104,140952,9086,3194,4707
"Rensselaer County, NY",2006,157312,141369,9471,3332,5025
"Rensselaer County, NY",2007,158243,141693,9825,3379,5354
"Rensselaer County, NY",2008,159011,141718,10263,3447,5696
"Rensselaer County, NY",2009,159150,141334,10435,3542,5888
"Rensselaer County, NY",2010,159340,140891,10792,3604,6095
"Rensselaer County, NY",2011,159589,140807,10976,3671,6322
"Rensselaer County, NY",2012,159437,140531,11099,3698,6562
"Rensselaer County, NY",2013,159545,140192,11417,3710,6769
"Rensselaer County, NY",2014,159666,139796,11720,3887,6987
"Rensselaer County, NY",2015,159436,139212,11722,4142,7276
"Rensselaer County, NY",2016,159294,138565,11990,4267,7591
"Rensselaer County, NY",2017,159200,137988,12340,4322,7869
"Rensselaer County, NY",2018,159283,137682,12556,4378,8216
"Rensselaer County, NY",2019,158714,136812,12796,4425,8260
"Richmond County, NY",1990,380564,330364,32128,17333,30745
"Richmond County, NY",1991,387948,334652,33893,18614,32871
"Richmond County, NY",1992,395643,339327,35630,19838,35062
"Richmond County, NY",1993,402590,343499,37346,20827,37372
"Richmond County, NY",1994,406208,344983,38669,21567,39406
"Richmond County, NY",1995,409600,346220,40062,22286,41463
"Richmond County, NY",1996,414481,348615,41499,23228,43624
"Richmond County, NY",1997,420725,352198,43106,24180,46008
"Richmond County, NY",1998,428952,357552,44848,25192,48558
"Richmond County, NY",1999,437814,363353,46711,26299,51347
"Richmond County, NY",2000,445235,365363,46848,26368,54443
"Richmond County, NY",2001,448961,366926,47393,27454,57343
"Richmond County, NY",2002,452813,368604,47855,28692,59954
"Richmond County, NY",2003,455939,369426,48448,29974,62729
"Richmond County, NY",2004,456846,368407,48874,30993,65310
"Richmond County, NY",2005,457028,366479,49186,32341,67352
"Richmond County, NY",2006,457577,364803,49918,33379,69693
"Richmond County, NY",2007,459642,365045,50749,33974,72637
"Richmond County, NY",2008,463701,366178,52026,35050,75942
"Richmond County, NY",2009,466965,366936,53323,35671,79080
"Richmond County, NY",2010,469615,367244,54453,36339,81427
"Richmond County, NY",2011,471021,367197,55054,36917,81988
"Richmond County, NY",2012,470614,366850,54515,37212,82477
"Richmond County, NY",2013,471803,366906,54901,37572,83702
"Richmond County, NY",2014,471937,365763,55183,38388,84533
"Richmond County, NY",2015,472349,364848,55306,39309,85688
"Richmond County, NY",2016,474040,363719,55886,41134,87025
"Richmond County, NY",2017,475671,361851,55834,44341,88020
"Richmond County, NY",2018,476260,358572,55501,48352,88508
"Rockland County, NY",1990,265981,226848,27508,10963,17967
"Rockland County, NY",1991,267800,227009,28401,11706,18986
"Rockland County, NY",1992,269753,227348,29266,12428,19964
"Rockland County, NY",1993,272523,228564,30147,13070,21131
"Rockland County, NY",1994,274855,229400,31030,13636,22297
"Rockland County, NY",1995,276649,229897,31774,14182,23412
"Rockland County, NY",1996,277714,229710,32403,14774,24449
"Rockland County, NY",1997,279082,229800,33081,15343,25626
"Rockland County, NY",1998,282044,231264,33953,15951,26837
"Rockland County, NY",1999,285265,232940,34771,16606,28206
"Rockland County, NY",2000,287720,232570,34375,16519,29611
"Rockland County, NY",2001,290613,234187,34996,16959,31138
"Rockland County, NY",2002,293728,235892,35552,17413,33114
"Rockland County, NY",2003,296224,237213,36015,17858,35166
"Rockland County, NY",2004,297562,237613,36437,18082,36680
"Rockland County, NY",2005,298737,237983,36605,18391,38576
"Rockland County, NY",2006,299390,237892,36773,18705,40272
"Rockland County, NY",2007,301668,239206,37190,18871,42540
"Rockland County, NY",2008,305413,241656,37699,19303,44916
"Rockland County, NY",2009,308652,243540,38371,19624,47026
"Rockland County, NY",2010,312499,245780,39262,20021,49154
"Rockland County, NY",2011,315452,247627,40009,20238,50522
"Rockland County, NY",2012,317196,248443,40682,20321,51629
"Rockland County, NY",2013,319284,249733,41260,20375,52973
"Rockland County, NY",2014,321119,250897,41619,20463,54107
"Rockland County, NY",2015,322919,252054,41847,20660,55146
"Rockland County, NY",2016,323258,252353,41931,20508,56261
"Rockland County, NY",2017,324622,253413,42082,20441,57295
"Rockland County, NY",2018,325522,253852,42443,20298,58602
"Rockland County, NY",2019,325789,253660,42612,20312,59937
"St. Lawrence County, NY",1990,112158,108794,1733,802,1233
"St. Lawrence County, NY",1991,113052,109407,1929,847,1341
"St. Lawrence County, NY",1992,114054,110092,2182,876,1479
"St. Lawrence County, NY",1993,114867,110410,2638,875,1713
"St. Lawrence County, NY",1994,114495,110035,2624,870,1721
"St. Lawrence County, NY",1995,114317,109617,2839,871,1817
"St. Lawrence County, NY",1996,113888,109176,2836,871,1816
"St. Lawrence County, NY",1997,112867,108153,2838,859,1829
"St. Lawrence County, NY",1998,112261,107453,2900,864,1886
"St. Lawrence County, NY",1999,112202,107404,2875,865,1900
"St. Lawrence County, NY",2000,111864,106467,2835,817,2040
"St. Lawrence County, NY",2001,111497,106008,2857,834,2053
"St. Lawrence County, NY",2002,111292,105677,2862,854,2081
"St. Lawrence County, NY",2003,111329,105569,2868,890,2116
"St. Lawrence County, NY",2004,111468,105567,2817,948,2121
"St. Lawrence County, NY",2005,111606,105678,2782,966,2195
"St. Lawrence County, NY",2006,111556,105543,2749,965,2156
"St. Lawrence County, NY",2007,111586,105527,2692,997,2172
"St. Lawrence County, NY",2008,111684,105528,2627,1039,2200
"St. Lawrence County, NY",2009,112169,105911,2651,1048,2195
"St. Lawrence County, NY",2010,111812,105556,2519,1123,2148
"St. Lawrence County, NY",2011,112277,105855,2605,1173,2235
"St. Lawrence County, NY",2012,112355,105729,2754,1177,2349
"St. Lawrence County, NY",2013,111931,105346,2708,1193,2419
"St. Lawrence County, NY",2014,111437,104664,2812,1220,2479
"St. Lawrence County, NY",2015,110348,103638,2820,1187,2538
"St. Lawrence County, NY",2016,109449,102752,2781,1181,2527
"St. Lawrence County, NY",2017,108699,101983,2793,1191,2551
"St. Lawrence County, NY",2018,108327,101543,2821,1194,2615
"St. Lawrence County, NY",2019,107740,100997,2748,1178,2594
"Saratoga County, NY",1990,182259,178239,2353,1405,1933
"Saratoga County, NY",1991,184633,180390,2445,1528,2020
"Saratoga County, NY",1992,187445,182998,2543,1626,2109
"Saratoga County, NY",1993,189404,184778,2623,1708,2205
"Saratoga County, NY",1994,191966,187157,2698,1798,2284
"Saratoga County, NY",1995,193253,188275,2770,1877,2363
"Saratoga County, NY",1996,193937,188744,2879,1962,2455
"Saratoga County, NY",1997,194757,189393,2967,2032,2539
"Saratoga County, NY",1998,196513,190984,3023,2122,2620
"Saratoga County, NY",1999,198641,192902,3103,2227,2700
"Saratoga County, NY",2000,201514,194402,2842,2167,2869
"Saratoga County, NY",2001,203974,196455,2939,2324,3204
"Saratoga County, NY",2002,206446,198409,2972,2602,3518
"Saratoga County, NY",2003,209410,200962,3009,2769,3820
"Saratoga County, NY",2004,211478,202622,3054,3019,4027
"Saratoga County, NY",2005,212975,203703,3107,3226,4247
"Saratoga County, NY",2006,214627,204828,3232,3443,4586
"Saratoga County, NY",2007,215798,205654,3244,3615,4673
"Saratoga County, NY",2008,217282,206792,3318,3761,4935
"Saratoga County, NY",2009,218652,207812,3350,3852,5083
"Saratoga County, NY",2010,220109,208864,3381,4039,5374
"Saratoga County, NY",2011,221111,209374,3498,4305,5630
"Saratoga County, NY",2012,222483,209967,3664,4763,5899
"Saratoga County, NY",2013,224087,210920,3730,5267,6125
"Saratoga County, NY",2014,224513,210883,3681,5580,6317
"Saratoga County, NY",2015,226078,211631,3863,5919,6722
"Saratoga County, NY",2016,227122,212074,4028,6246,7082
"Saratoga County, NY",2017,229276,213484,4296,6581,7394
"Saratoga County, NY",2018,230170,213869,4448,6834,7717
"Saratoga County, NY",2019,229863,213628,4623,6599,7771
"Schenectady County, NY",1990,149519,140786,6619,1857,2493
"Schenectady County, NY",1991,150616,141141,7172,2037,2687
"Schenectady County, NY",1992,151002,140863,7661,2198,2895
"Schenectady County, NY",1993,150979,140215,8112,2341,3089
"Schenectady County, NY",1994,150713,139353,8594,2459,3303
"Schenectady County, NY",1995,150355,138372,9067,2585,3513
"Schenectady County, NY",1996,149351,136728,9558,2718,3713
"Schenectady County, NY",1997,148557,135350,10013,2842,3947
"Schenectady County, NY",1998,147738,133972,10430,2964,4153
"Schenectady County, NY",1999,146857,132450,10906,3100,4397
"Schenectady County, NY",2000,146581,130401,10510,3040,4681
"Schenectady County, NY",2001,146334,129481,10781,3192,4991
"Schenectady County, NY",2002,147199,129187,11273,3519,5378
"Schenectady County, NY",2003,147891,128638,11825,3908,5703
"Schenectady County, NY",2004,148900,128306,12486,4273,6108
"Schenectady County, NY",2005,150200,128053,13296,4633,6636
"Schenectady County, NY",2006,151768,128369,13841,5031,7129
"Schenectady County, NY",2007,152275,127439,14681,5252,7548
"Schenectady County, NY",2008,153360,127365,15312,5476,8050
"Schenectady County, NY",2009,154050,126922,15911,5605,8493
"Schenectady County, NY",2010,154861,126629,16445,5807,8908
"Schenectady County, NY",2011,154864,125931,16645,6130,9202
"Schenectady County, NY",2012,155016,125466,16697,6427,9509
"Schenectady County, NY",2013,154944,124687,17149,6587,9820
"Schenectady County, NY",2014,155016,124141,17426,6769,10181
"Schenectady County, NY",2015,154733,123320,17701,6970,10350
"Schenectady County, NY",2016,154475,122336,18071,7207,10586
"Schenectady County, NY",2017,154710,121718,18561,7483,10834
"Schenectady County, NY",2018,155079,121061,19229,7627,11353
"Schenectady County, NY",2019,155299,120338,19793,7738,11540
"Schoharie County, NY",1990,31938,31362,414,99,510
"Schoharie County, NY",1991,32454,31909,387,96,503
"Schoharie County, NY",1992,32659,32084,409,102,520
"Schoharie County, NY",1993,32605,32012,421,105,533
"Schoharie County, NY",1994,32356,31774,406,106,535
"Schoharie County, NY",1995,32137,31555,402,109,531
"Schoharie County, NY",1996,32111,31481,440,113,537
"Schoharie County, NY",1997,31557,30942,421,116,536
"Schoharie County, NY",1998,31279,30692,388,118,536
"Schoharie County, NY",1999,31537,30902,420,121,554
"Schoharie County, NY",2000,31514,30619,417,127,585
"Schoharie County, NY",2001,31794,30829,469,140,639
"Schoharie County, NY",2002,31785,30820,449,147,644
"Schoharie County, NY",2003,32032,31027,477,154,720
"Schoharie County, NY",2004,32310,31276,475,163,745
"Schoharie County, NY",2005,32534,31478,443,189,754
"Schoharie County, NY",2006,32661,31564,455,194,809
"Schoharie County, NY",2007,32894,31774,466,191,866
"Schoharie County, NY",2008,32890,31757,463,203,892
"Schoharie County, NY",2009,32776,31608,476,214,924
"Schoharie County, NY",2010,32686,31506,468,223,928
"Schoharie County, NY",2011,32618,31419,462,228,927
"Schoharie County, NY",2012,32039,30895,407,233,904
"Schoharie County, NY",2013,31900,30721,435,227,942
"Schoharie County, NY",2014,31767,30568,438,241,927
"Schoharie County, NY",2015,31405,30193,441,236,923
"Schoharie County, NY",2016,31304,30063,449,244,962
"Schoharie County, NY",2017,31255,29977,447,250,1005
"Schoharie County, NY",2018,31146,29837,470,247,1041
"Schoharie County, NY",2019,30999,29655,486,236,1065
"Schuyler County, NY",1990,18705,18464,166,37,156
"Schuyler County, NY",1991,18820,18601,144,37,144
"Schuyler County, NY",1992,18907,18693,138,38,137
"Schuyler County, NY",1993,18965,18703,190,34,151
"Schuyler County, NY",1994,18973,18688,211,34,161
"Schuyler County, NY",1995,19128,18818,234,35,171
"Schuyler County, NY",1996,19089,18753,249,40,172
"Schuyler County, NY",1997,19023,18623,308,41,172
"Schuyler County, NY",1998,19143,18765,280,42,181
"Schuyler County, NY",1999,19117,18724,289,46,192
"Schuyler County, NY",2000,19232,18650,288,56,236
"Schuyler County, NY",2001,19175,18597,286,56,234
"Schuyler County, NY",2002,19179,18618,270,56,236
"Schuyler County, NY",2003,19151,18606,253,57,228
"Schuyler County, NY",2004,19034,18495,235,58,229
"Schuyler County, NY",2005,18880,18351,237,49,238
"Schuyler County, NY",2006,18752,18218,217,52,232
"Schuyler County, NY",2007,18707,18181,210,51,231
"Schuyler County, NY",2008,18644,18136,187,54,240
"Schuyler County, NY",2009,18398,17906,173,52,240
"Schuyler County, NY",2010,18334,17840,165,54,240
"Schuyler County, NY",2011,18413,17882,180,71,286
"Schuyler County, NY",2012,18498,17916,205,77,317
"Schuyler County, NY",2013,18382,17790,204,78,323
"Schuyler County, NY",2014,18176,17633,153,86,294
"Schuyler County, NY",2015,18027,17474,160,97,312
"Schuyler County, NY",2016,17967,17378,170,101,317
"Schuyler County, NY",2017,17913,17303,179,102,326
"Schuyler County, NY",2018,17884,17249,188,112,347
"Schuyler County, NY",2019,17807,17157,197,118,363
"Seneca County, NY",1990,33710,32927,520,187,336
"Seneca County, NY",1991,33768,32971,536,187,337
"Seneca County, NY",1992,33518,32777,484,186,329
"Seneca County, NY",1993,32871,32155,455,189,330
"Seneca County, NY",1994,32702,31992,451,188,330
"Seneca County, NY",1995,32698,32001,437,189,333
"Seneca County, NY",1996,33500,32336,892,192,580
"Seneca County, NY",1997,33362,32209,879,199,597
"Seneca County, NY",1998,33184,32037,867,204,595
"Seneca County, NY",1999,33231,32103,837,205,607
"Seneca County, NY",2000,33343,31944,790,230,658
"Seneca County, NY",2001,34764,32729,1363,270,852
"Seneca County, NY",2002,35046,32935,1441,259,871
"Seneca County, NY",2003,35212,33061,1448,268,889
"Seneca County, NY",2004,35312,33041,1553,270,940
"Seneca County, NY",2005,35177,32847,1619,255,911
"Seneca County, NY",2006,35223,32865,1661,241,928
"Seneca County, NY",2007,35469,33008,1737,242,942
"Seneca County, NY",2008,35370,32946,1690,245,972
"Seneca County, NY",2009,35286,32893,1651,237,947
"Seneca County, NY",2010,35266,32808,1683,255,959
"Seneca County, NY",2011,35380,32775,1766,251,1019
"Seneca County, NY",2012,35388,32690,1825,257,1057
"Seneca County, NY",2013,35250,32503,1819,273,1099
"Seneca County, NY",2014,34879,32154,1776,274,1084
"Seneca County, NY",2015,34801,32008,1801,282,1134
"Seneca County, NY",2016,34710,31856,1842,281,1201
"Seneca County, NY",2017,34246,31434,1787,272,1181
"Seneca County, NY",2018,34179,31281,1839,280,1222
"Seneca County, NY",2019,34016,31097,1841,289,1257
"Steuben County, NY",1990,99286,97386,1162,543,494
"Steuben County, NY",1991,99835,97817,1218,597,511
"Steuben County, NY",1992,100232,98158,1242,625,533
"Steuben County, NY",1993,100550,98380,1286,666,559
"Steuben County, NY",1994,100634,98392,1310,706,587
"Steuben County, NY",1995,99950,97635,1342,738,610
"Steuben County, NY",1996,99212,96828,1370,771,631
"Steuben County, NY",1997,98907,96388,1451,807,649
"Steuben County, NY",1998,98657,96100,1433,842,666
"Steuben County, NY",1999,98458,95822,1465,871,706
"Steuben County, NY",2000,98764,95533,1368,911,796
"Steuben County, NY",2001,99216,95717,1478,1009,877
"Steuben County, NY",2002,99583,95971,1477,1058,958
"Steuben County, NY",2003,99191,95632,1416,1023,980
"Steuben County, NY",2004,98983,95330,1431,1041,1035
"Steuben County, NY",2005,98868,95128,1430,1065,1114
"Steuben County, NY",2006,98473,94562,1452,1111,1215
"Steuben County, NY",2007,98541,94575,1486,1115,1260
"Steuben County, NY",2008,98726,94638,1546,1127,1305
"Steuben County, NY",2009,98949,94728,1553,1195,1371
"Steuben County, NY",2010,99005,94662,1559,1207,1377
"Steuben County, NY",2011,99148,94683,1541,1290,1414
"Steuben County, NY",2012,98925,94399,1529,1331,1443
"Steuben County, NY",2013,98843,94193,1535,1406,1494
"Steuben County, NY",2014,98165,93543,1511,1385,1509
"Steuben County, NY",2015,97551,92877,1512,1479,1532
"Steuben County, NY",2016,96958,92201,1518,1502,1586
"Steuben County, NY",2017,96360,91551,1533,1507,1577
"Steuben County, NY",2018,95860,91003,1562,1472,1616
"Steuben County, NY",2019,95379,90374,1614,1556,1626
"Suffolk County, NY",1990,1322686,1210194,85728,23648,89189
"Suffolk County, NY",1991,1326777,1209915,88130,25445,94307
